DEPARRDT,DEPARRTM,OPRSSRTTMDIFR,OPRSENDTMDIFR,hour2min,time,working_time,min,hour
20190101,1450.0,[-50],[5],890,[840],55,0,14
20190101,1350.0,[-5],[40],830,[825],45,45,13
20190101,1515.0,[-5],[40],915,[910],45,10,15
20190101,1615.0,[-50],[5],975,[925],55,25,15
20190101,1135.0,[-50],[5],695,[645],55,45,10
20190101,1430.0,[-5],[40],870,[865],45,25,14
20190101,1930.0,[-5],[40],1170,[1165],45,25,19
20190101,1325.0,[-5],[40],805,[800],45,20,13
20190101,1535.0,[-50],[5],935,[885],55,45,14
20190101,1630.0,[-5],[40],990,[985],45,25,16
20190101,705.0,[-5],[40],425,[420],45,0,7
20190101,1055.0,[-5],[40],655,[650],45,50,10
20190101,1435.0,[-50],[5],875,[825],55,45,13
20190101,1730.0,[-50],[5],1050,[1000],55,40,16
20190101,2040.0,[-50],[5],1240,[1190],55,50,19
20190101,1210.0,[-50],[5],730,[680],55,20,11
20190101,425.0,[-5],[40],265,[260],45,20,4
20190101,615.0,[-50],[5],375,[325],55,25,5
20190101,1625.0,[-5],[40],985,[980],45,20,16
20190101,1250.0,[-50],[5],770,[720],55,0,12
20190101,1755.0,[-5],[40],1075,[1070],45,50,17
20190101,1135.0,[-5],[40],695,[690],45,30,11
20190101,1900.0,[-5],[40],1140,[1135],45,55,18
20190101,1120.0,[-50],[5],680,[630],55,30,10
20190101,1150.0,[-5],[40],710,[705],45,45,11
20190101,1150.0,[-5],[40],710,[705],45,45,11
20190101,725.0,[-5],[40],445,[440],45,20,7
20190101,2035.0,[-5],[40],1235,[1230],45,30,20
20190101,1855.0,[-50],[5],1135,[1085],55,5,18
20190101,2320.0,[-50],[5],1400,[1350],55,30,22
20190101,2205.0,[-50],[5],1325,[1275],55,15,21
20190101,2000.0,[-50],[5],1200,[1150],55,10,19
20190101,1200.0,[-50],[5],720,[670],55,10,11
20190101,1045.0,[-50],[5],645,[595],55,55,9
20190101,1250.0,[-50],[5],770,[720],55,0,12
20190101,1245.0,[-50],[5],765,[715],55,55,11
20190101,1105.0,[-5],[40],665,[660],45,0,11
20190101,1020.0,[-5],[40],620,[615],45,15,10
20190101,2105.0,[-5],[40],1265,[1260],45,0,21
20190101,1650.0,[-5],[40],1010,[1005],45,45,16
20190101,1810.0,[-50],[5],1090,[1040],55,20,17
20190101,1055.0,[-50],[5],655,[605],55,5,10
20190101,2220.0,[-5],[40],1340,[1335],45,15,22
20190101,1215.0,[-5],[40],735,[730],45,10,12
20190101,1320.0,[-50],[5],800,[750],55,30,12
20190101,1725.0,[-50],[5],1045,[995],55,35,16
20190101,1510.0,[-50],[5],910,[860],55,20,14
20190101,1410.0,[-5],[40],850,[845],45,5,14
20190101,1830.0,[-40],[5],1110,[1070],45,50,17
20190101,1015.0,[-40],[5],615,[575],45,35,9
20190101,1515.0,[-5],[40],915,[910],45,10,15
20190101,1925.0,[-40],[5],1165,[1125],45,45,18
20190101,940.0,[-5],[40],580,[575],45,35,9
20190101,1220.0,[-5],[40],740,[735],45,15,12
20190101,1245.0,[-40],[5],765,[725],45,5,12
20190101,1405.0,[-40],[5],845,[805],45,25,13
20190101,1315.0,[-5],[40],795,[790],45,10,13
20190101,1530.0,[-40],[5],930,[890],45,50,14
20190101,1245.0,[-40],[5],765,[725],45,5,12
20190101,1005.0,[-40],[5],605,[565],45,25,9
20190101,1715.0,[-5],[40],1035,[1030],45,10,17
20190101,645.0,[-5],[40],405,[400],45,40,6
20190101,1310.0,[-5],[40],790,[785],45,5,13
20190101,715.0,[-5],[40],435,[430],45,10,7
20190101,845.0,[-40],[5],525,[485],45,5,8
20190101,2035.0,[-40],[5],1235,[1195],45,55,19
20190101,1110.0,[-50],[5],670,[620],55,20,10
20190101,2205.0,[-5],[50],1325,[1320],55,0,22
20190101,2025.0,[-50],[5],1225,[1175],55,35,19
20190101,815.0,[-50],[5],495,[445],55,25,7
20190101,855.0,[-50],[5],535,[485],55,5,8
20190101,1150.0,[-5],[50],710,[705],55,45,11
20190101,2235.0,[-5],[50],1355,[1350],55,30,22
20190101,1840.0,[-50],[5],1120,[1070],55,50,17
20190101,1505.0,[-5],[50],905,[900],55,0,15
20190101,1905.0,[-50],[5],1145,[1095],55,15,18
20190101,1805.0,[-50],[5],1085,[1035],55,15,17
20190101,2115.0,[-5],[50],1275,[1270],55,10,21
20190101,910.0,[-50],[5],550,[500],55,20,8
20190101,1805.0,[-50],[5],1085,[1035],55,15,17
20190101,1720.0,[-5],[50],1040,[1035],55,15,17
20190101,2010.0,[-50],[5],1210,[1160],55,20,19
20190101,1905.0,[-50],[5],1145,[1095],55,15,18
20190101,920.0,[-50],[5],560,[510],55,30,8
20190101,1645.0,[-5],[50],1005,[1000],55,40,16
20190101,1700.0,[-5],[50],1020,[1015],55,55,16
20190101,1305.0,[-50],[5],785,[735],55,15,12
20190101,1735.0,[-5],[50],1055,[1050],55,30,17
20190101,835.0,[-50],[5],515,[465],55,45,7
20190101,1815.0,[-50],[5],1095,[1045],55,25,17
20190101,1835.0,[-50],[5],1115,[1065],55,45,17
20190101,1725.0,[-5],[50],1045,[1040],55,20,17
20190101,1250.0,[-50],[5],770,[720],55,0,12
20190101,1655.0,[-5],[50],1015,[1010],55,50,16
20190101,1800.0,[-50],[5],1080,[1030],55,10,17
20190101,2000.0,[-50],[5],1200,[1150],55,10,19
20190101,2115.0,[-5],[50],1275,[1270],55,10,21
20190101,1000.0,[-50],[5],600,[550],55,10,9
20190101,1835.0,[-5],[50],1115,[1110],55,30,18
20190101,1425.0,[-5],[50],865,[860],55,20,14
20190101,1110.0,[-50],[5],670,[620],55,20,10
20190101,1700.0,[-5],[50],1020,[1015],55,55,16
20190101,1720.0,[-50],[5],1040,[990],55,30,16
20190101,610.0,[-5],[50],370,[365],55,5,6
20190101,455.0,[-5],[50],295,[290],55,50,4
20190101,535.0,[-5],[50],335,[330],55,30,5
20190101,920.0,[-5],[50],560,[555],55,15,9
20190101,520.0,[-5],[50],320,[315],55,15,5
20190101,805.0,[-50],[5],485,[435],55,15,7
20190101,535.0,[-5],[50],335,[330],55,30,5
20190101,1950.0,[-5],[50],1190,[1185],55,45,19
20190101,2305.0,[-5],[50],1385,[1380],55,0,23
20190101,20.0,[-50],[5],20,[-30],55,30,0
20190101,1005.0,[-5],[50],605,[600],55,0,10
20190101,1520.0,[-5],[50],920,[915],55,15,15
20190101,1625.0,[-50],[5],985,[935],55,35,15
20190101,1120.0,[-50],[5],680,[630],55,30,10
20190101,910.0,[-5],[50],550,[545],55,5,9
20190101,1135.0,[-50],[5],695,[645],55,45,10
20190101,2055.0,[-50],[5],1255,[1205],55,5,20
20190101,1450.0,[-5],[50],890,[885],55,45,14
20190101,1150.0,[-5],[50],710,[705],55,45,11
20190101,1955.0,[-5],[50],1195,[1190],55,50,19
20190101,820.0,[-5],[50],500,[495],55,15,8
20190101,1035.0,[-50],[5],635,[585],55,45,9
20190101,915.0,[-5],[50],555,[550],55,10,9
20190101,1555.0,[-50],[5],955,[905],55,5,15
20190101,830.0,[-5],[50],510,[505],55,25,8
20190101,1250.0,[-50],[5],770,[720],55,0,12
20190101,1305.0,[-50],[5],785,[735],55,15,12
20190101,935.0,[-50],[5],575,[525],55,45,8
20190101,1620.0,[-5],[50],980,[975],55,15,16
20190101,635.0,[-5],[50],395,[390],55,30,6
20190101,1120.0,[-50],[5],680,[630],55,30,10
20190101,935.0,[-50],[5],575,[525],55,45,8
20190101,605.0,[-5],[50],365,[360],55,0,6
20190101,1035.0,[-50],[5],635,[585],55,45,9
20190101,1015.0,[-50],[5],615,[565],55,25,9
20190101,545.0,[-5],[50],345,[340],55,40,5
20190101,1050.0,[-50],[5],650,[600],55,0,10
20190101,530.0,[-5],[50],330,[325],55,25,5
20190101,630.0,[-5],[50],390,[385],55,25,6
20190101,1630.0,[-5],[50],990,[985],55,25,16
20190101,1830.0,[-50],[5],1110,[1060],55,40,17
20190101,1550.0,[-5],[50],950,[945],55,45,15
20190101,900.0,[-50],[5],540,[490],55,10,8
20190101,1720.0,[-50],[5],1040,[990],55,30,16
20190101,1555.0,[-5],[50],955,[950],55,50,15
20190101,1845.0,[-50],[5],1125,[1075],55,55,17
20190101,1400.0,[-50],[5],840,[790],55,10,13
20190101,1000.0,[-50],[5],600,[550],55,10,9
20190101,1430.0,[-50],[5],870,[820],55,40,13
20190101,1940.0,[-50],[5],1180,[1130],55,50,18
20190101,825.0,[-5],[50],505,[500],55,20,8
20190101,640.0,[-5],[50],400,[395],55,35,6
20190101,1750.0,[-5],[50],1070,[1065],55,45,17
20190101,1625.0,[-5],[50],985,[980],55,20,16
20190101,1740.0,[-5],[50],1060,[1055],55,35,17
20190101,510.0,[-5],[50],310,[305],55,5,5
20190101,630.0,[-5],[50],390,[385],55,25,6
20190101,1100.0,[-50],[5],660,[610],55,10,10
20190101,1355.0,[-40],[5],835,[795],45,15,13
20190101,830.0,[-40],[5],510,[470],45,50,7
20190101,1905.0,[-5],[40],1145,[1140],45,0,19
20190101,1545.0,[-5],[40],945,[940],45,40,15
20190101,835.0,[-40],[5],515,[475],45,55,7
20190101,1255.0,[-5],[40],775,[770],45,50,12
20190101,1225.0,[-5],[40],745,[740],45,20,12
20190101,1125.0,[-5],[40],685,[680],45,20,11
20190101,2050.0,[-40],[5],1250,[1210],45,10,20
20190101,2040.0,[-40],[5],1240,[1200],45,0,20
20190101,1335.0,[-40],[5],815,[775],45,55,12
20190101,1725.0,[-5],[40],1045,[1040],45,20,17
20190101,1255.0,[-40],[5],775,[735],45,15,12
20190101,1745.0,[-5],[40],1065,[1060],45,40,17
20190101,805.0,[-40],[5],485,[445],45,25,7
20190101,905.0,[-40],[5],545,[505],45,25,8
20190101,1515.0,[-5],[40],915,[910],45,10,15
20190101,450.0,[-5],[40],290,[285],45,45,4
20190101,800.0,[-5],[40],480,[475],45,55,7
20190101,1410.0,[-40],[5],850,[810],45,30,13
20190101,1135.0,[-5],[40],695,[690],45,30,11
20190101,1925.0,[-40],[5],1165,[1125],45,45,18
20190101,1430.0,[-40],[5],870,[830],45,50,13
20190101,1940.0,[-5],[40],1180,[1175],45,35,19
20190101,735.0,[-40],[5],455,[415],45,55,6
20190101,1935.0,[-40],[5],1175,[1135],45,55,18
20190101,1715.0,[-5],[40],1035,[1030],45,10,17
20190101,1820.0,[-5],[40],1100,[1095],45,15,18
20190101,735.0,[-5],[40],455,[450],45,30,7
20190101,720.0,[-5],[40],440,[435],45,15,7
20190101,545.0,[-5],[40],345,[340],45,40,5
20190101,625.0,[-5],[40],385,[380],45,20,6
20190101,805.0,[-5],[40],485,[480],45,0,8
20190101,415.0,[-5],[40],255,[250],45,10,4
20190101,750.0,[-40],[5],470,[430],45,10,7
20190101,740.0,[-40],[5],460,[420],45,0,7
20190101,720.0,[-40],[5],440,[400],45,40,6
20190101,855.0,[-40],[5],535,[495],45,15,8
20190101,1030.0,[-40],[5],630,[590],45,50,9
20190101,2055.0,[-5],[40],1255,[1250],45,50,20
20190101,1955.0,[-40],[5],1195,[1155],45,15,19
20190101,915.0,[-40],[5],555,[515],45,35,8
20190101,1805.0,[-5],[40],1085,[1080],45,0,18
20190101,2205.0,[-40],[5],1325,[1285],45,25,21
20190101,2235.0,[-40],[5],1355,[1315],45,55,21
20190101,1400.0,[-5],[40],840,[835],45,55,13
20190101,1520.0,[-40],[5],920,[880],45,40,14
20190101,2200.0,[-5],[40],1320,[1315],45,55,21
20190101,1720.0,[-40],[5],1040,[1000],45,40,16
20190101,2135.0,[-5],[40],1295,[1290],45,30,21
20190101,1420.0,[-40],[5],860,[820],45,40,13
20190101,2130.0,[-5],[40],1290,[1285],45,25,21
20190101,1010.0,[-40],[5],610,[570],45,30,9
20190101,1550.0,[-5],[40],950,[945],45,45,15
20190101,935.0,[-40],[5],575,[535],45,55,8
20190101,2005.0,[-5],[40],1205,[1200],45,0,20
20190101,2110.0,[-40],[5],1270,[1230],45,30,20
20190101,2005.0,[-40],[5],1205,[1165],45,25,19
20190101,1800.0,[-40],[5],1080,[1040],45,20,17
20190101,1940.0,[-40],[5],1180,[1140],45,0,19
20190101,2110.0,[-40],[5],1270,[1230],45,30,20
20190101,1615.0,[-40],[5],975,[935],45,35,15
20190101,1925.0,[-5],[40],1165,[1160],45,20,19
20190101,1820.0,[-5],[40],1100,[1095],45,15,18
20190101,1130.0,[-5],[40],690,[685],45,25,11
20190101,1400.0,[-5],[40],840,[835],45,55,13
20190101,1010.0,[-5],[40],610,[605],45,5,10
20190101,635.0,[-5],[40],395,[390],45,30,6
20190101,705.0,[-5],[40],425,[420],45,0,7
20190101,730.0,[-40],[5],450,[410],45,50,6
20190101,1355.0,[-5],[40],835,[830],45,50,13
20190101,1455.0,[-40],[5],895,[855],45,15,14
20190101,1145.0,[-40],[5],705,[665],45,5,11
20190101,1145.0,[-5],[40],705,[700],45,40,11
20190101,1705.0,[-40],[5],1025,[985],45,25,16
20190101,1555.0,[-40],[5],955,[915],45,15,15
20190101,1245.0,[-40],[5],765,[725],45,5,12
20190101,1405.0,[-40],[5],845,[805],45,25,13
20190101,1305.0,[-5],[40],785,[780],45,0,13
20190101,1600.0,[-5],[40],960,[955],45,55,15
20190101,1455.0,[-5],[40],895,[890],45,50,14
20190101,1235.0,[-5],[40],755,[750],45,30,12
20190101,1045.0,[-5],[40],645,[640],45,40,10
20190101,1330.0,[-40],[5],810,[770],45,50,12
20190101,1540.0,[-5],[40],940,[935],45,35,15
20190101,1005.0,[-40],[5],605,[565],45,25,9
20190101,1705.0,[-5],[40],1025,[1020],45,0,17
20190101,1040.0,[-40],[5],640,[600],45,0,10
20190101,905.0,[-40],[5],545,[505],45,25,8
20190101,1530.0,[-5],[40],930,[925],45,25,15
20190101,1005.0,[-40],[5],605,[565],45,25,9
20190101,1630.0,[-5],[40],990,[985],45,25,16
20190101,2305.0,[-40],[5],1385,[1345],45,25,22
20190101,505.0,[-5],[40],305,[300],45,0,5
20190101,1005.0,[-40],[5],605,[565],45,25,9
20190101,1740.0,[-5],[40],1060,[1055],45,35,17
20190101,2145.0,[-40],[5],1305,[1265],45,5,21
20190101,530.0,[-5],[40],330,[325],45,25,5
20190101,620.0,[-5],[40],380,[375],45,15,6
20190101,440.0,[-5],[40],280,[275],45,35,4
20190101,825.0,[-40],[5],505,[465],45,45,7
20190101,815.0,[-5],[40],495,[490],45,10,8
20190101,905.0,[-5],[40],545,[540],45,0,9
20190101,1715.0,[-40],[5],1035,[995],45,35,16
20190101,2030.0,[-40],[5],1230,[1190],45,50,19
20190101,1930.0,[-5],[40],1170,[1165],45,25,19
20190101,915.0,[-50],[5],555,[505],55,25,8
20190101,2030.0,[-5],[50],1230,[1225],55,25,20
20190101,2230.0,[-50],[5],1350,[1300],55,40,21
20190101,1540.0,[-5],[50],940,[935],55,35,15
20190101,1650.0,[-5],[50],1010,[1005],55,45,16
20190101,955.0,[-50],[5],595,[545],55,5,9
20190101,1645.0,[-50],[5],1005,[955],55,55,15
20190101,1450.0,[-5],[50],890,[885],55,45,14
20190101,1700.0,[-5],[50],1020,[1015],55,55,16
20190101,2000.0,[-5],[50],1200,[1195],55,55,19
20190101,1040.0,[-50],[5],640,[590],55,50,9
20190101,1300.0,[-50],[5],780,[730],55,10,12
20190101,1510.0,[-50],[5],910,[860],55,20,14
20190101,1930.0,[-50],[5],1170,[1120],55,40,18
20190101,2035.0,[-50],[5],1235,[1185],55,45,19
20190101,935.0,[-50],[5],575,[525],55,45,8
20190101,715.0,[-5],[50],435,[430],55,10,7
20190101,515.0,[-5],[50],315,[310],55,10,5
20190101,1745.0,[-5],[50],1065,[1060],55,40,17
20190101,1715.0,[-5],[50],1035,[1030],55,10,17
20190101,325.0,[-50],[5],205,[155],55,35,2
20190101,25.0,[-5],[50],25,[20],55,20,0
20190101,1115.0,[-5],[50],675,[670],55,10,11
20190101,1225.0,[-50],[5],745,[695],55,35,11
20190101,1650.0,[-5],[40],1010,[1005],45,45,16
20190101,2005.0,[-40],[5],1205,[1165],45,25,19
20190101,955.0,[-5],[40],595,[590],45,50,9
20190101,1145.0,[-40],[5],705,[665],45,5,11
20190101,1205.0,[-5],[40],725,[720],45,0,12
20190101,1320.0,[-40],[5],800,[760],45,40,12
20190101,55.0,[-40],[5],55,[15],45,15,0
20190101,2300.0,[-5],[40],1380,[1375],45,55,22
20190101,655.0,[-5],[40],415,[410],45,50,6
20190101,1050.0,[-40],[5],650,[610],45,10,10
20190101,1440.0,[-40],[5],880,[840],45,0,14
20190101,850.0,[-40],[5],530,[490],45,10,8
20190101,100.0,[-5],[40],60,[55],45,55,0
20190101,1135.0,[-5],[40],695,[690],45,30,11
20190101,1550.0,[-5],[40],950,[945],45,45,15
20190101,1035.0,[-40],[5],635,[595],45,55,9
20190101,2040.0,[-5],[40],1240,[1235],45,35,20
20190101,1435.0,[-40],[5],875,[835],45,55,13
20190101,2015.0,[-5],[40],1215,[1210],45,10,20
20190101,1510.0,[-40],[5],910,[870],45,30,14
20190101,1400.0,[-5],[40],840,[835],45,55,13
20190101,900.0,[-40],[5],540,[500],45,20,8
20190101,1325.0,[-40],[5],805,[765],45,45,12
20190101,1255.0,[-40],[5],775,[735],45,15,12
20190101,2015.0,[-5],[40],1215,[1210],45,10,20
20190101,1420.0,[-5],[40],860,[855],45,15,14
20190101,905.0,[-40],[5],545,[505],45,25,8
20190101,1325.0,[-5],[40],805,[800],45,20,13
20190101,1530.0,[-5],[40],930,[925],45,25,15
20190101,1240.0,[-5],[40],760,[755],45,35,12
20190101,1315.0,[-40],[5],795,[755],45,35,12
20190101,1435.0,[-40],[5],875,[835],45,55,13
20190101,530.0,[-5],[40],330,[325],45,25,5
20190101,1735.0,[-5],[40],1055,[1050],45,30,17
20190101,715.0,[-5],[40],435,[430],45,10,7
20190101,650.0,[-40],[5],410,[370],45,10,6
20190101,1710.0,[-40],[5],1030,[990],45,30,16
20190101,2135.0,[-40],[5],1295,[1255],45,55,20
20190101,940.0,[-40],[5],580,[540],45,0,9
20190101,1600.0,[-5],[40],960,[955],45,55,15
20190101,1310.0,[-5],[40],790,[785],45,5,13
20190101,1500.0,[-40],[5],900,[860],45,20,14
20190101,1955.0,[-5],[40],1195,[1190],45,50,19
20190101,1610.0,[-5],[40],970,[965],45,5,16
20190101,1745.0,[-40],[5],1065,[1025],45,5,17
20190101,1100.0,[-5],[40],660,[655],45,55,10
20190101,1200.0,[-40],[5],720,[680],45,20,11
20190101,540.0,[-5],[40],340,[335],45,35,5
20190101,625.0,[-5],[40],385,[380],45,20,6
20190101,800.0,[-40],[5],480,[440],45,20,7
20190101,955.0,[-40],[5],595,[555],45,15,9
20190101,810.0,[-5],[40],490,[485],45,5,8
20190101,1615.0,[-5],[50],975,[970],55,10,16
20190101,2125.0,[-50],[5],1285,[1235],55,35,20
20190101,2005.0,[-5],[50],1205,[1200],55,0,20
20190101,1730.0,[-50],[5],1050,[1000],55,40,16
20190101,1435.0,[-50],[5],875,[825],55,45,13
20190101,1835.0,[-50],[5],1115,[1065],55,45,17
20190101,1720.0,[-5],[50],1040,[1035],55,15,17
20190101,545.0,[-5],[50],345,[340],55,40,5
20190101,845.0,[-5],[50],525,[520],55,40,8
20190101,400.0,[-5],[50],240,[235],55,55,3
20190101,755.0,[-50],[5],475,[425],55,5,7
20190101,1715.0,[-5],[50],1035,[1030],55,10,17
20190101,1005.0,[-50],[5],605,[555],55,15,9
20190101,1510.0,[-5],[50],910,[905],55,5,15
20190101,1105.0,[-50],[5],665,[615],55,15,10
20190101,1555.0,[-5],[50],955,[950],55,50,15
20190101,1105.0,[-50],[5],665,[615],55,15,10
20190101,1845.0,[-50],[5],1125,[1075],55,55,17
20190101,2255.0,[-5],[50],1375,[1370],55,50,22
20190101,1620.0,[-50],[5],980,[930],55,30,15
20190101,1840.0,[-50],[5],1120,[1070],55,50,17
20190101,1850.0,[-50],[5],1130,[1080],55,0,18
20190101,1835.0,[-50],[5],1115,[1065],55,45,17
20190101,1825.0,[-50],[5],1105,[1055],55,35,17
20190101,1900.0,[-50],[5],1140,[1090],55,10,18
20190101,1355.0,[-5],[50],835,[830],55,50,13
20190101,1705.0,[-50],[5],1025,[975],55,15,16
20190101,1505.0,[-50],[5],905,[855],55,15,14
20190101,1700.0,[-5],[50],1020,[1015],55,55,16
20190101,2245.0,[-5],[50],1365,[1360],55,40,22
20190101,1345.0,[-50],[5],825,[775],55,55,12
20190101,1950.0,[-5],[50],1190,[1185],55,45,19
20190101,915.0,[-50],[5],555,[505],55,25,8
20190101,1935.0,[-50],[5],1175,[1125],55,45,18
20190101,1905.0,[-50],[5],1145,[1095],55,15,18
20190101,1200.0,[-5],[50],720,[715],55,55,11
20190101,1320.0,[-50],[5],800,[750],55,30,12
20190101,1015.0,[-50],[5],615,[565],55,25,9
20190101,1040.0,[-50],[5],640,[590],55,50,9
20190101,2020.0,[-50],[5],1220,[1170],55,30,19
20190101,1600.0,[-50],[5],960,[910],55,10,15
20190101,1550.0,[-50],[5],950,[900],55,0,15
20190101,500.0,[-5],[50],300,[295],55,55,4
20190101,850.0,[-5],[50],530,[525],55,45,8
20190101,650.0,[-5],[50],410,[405],55,45,6
20190101,820.0,[-50],[5],500,[450],55,30,7
20190101,1755.0,[-5],[50],1075,[1070],55,50,17
20190101,620.0,[-5],[50],380,[375],55,15,6
20190101,1630.0,[-5],[50],990,[985],55,25,16
20190101,1630.0,[-5],[50],990,[985],55,25,16
20190101,1735.0,[-5],[50],1055,[1050],55,30,17
20190101,530.0,[-5],[50],330,[325],55,25,5
20190101,1730.0,[-5],[50],1050,[1045],55,25,17
20190101,1520.0,[-5],[50],920,[915],55,15,15
20190101,615.0,[-5],[50],375,[370],55,10,6
20190101,1315.0,[-50],[5],795,[745],55,25,12
20190101,1130.0,[-5],[50],690,[685],55,25,11
20190101,930.0,[-5],[40],570,[565],45,25,9
20190101,1105.0,[-40],[5],665,[625],45,25,10
20190101,1900.0,[-50],[5],1140,[1090],55,10,18
20190101,1615.0,[-5],[50],975,[970],55,10,16
20190101,1945.0,[-50],[5],1185,[1135],55,55,18
20190101,1115.0,[-50],[5],675,[625],55,25,10
20190101,1020.0,[-50],[5],620,[570],55,30,9
20190101,1840.0,[-50],[5],1120,[1070],55,50,17
20190101,1200.0,[-5],[50],720,[715],55,55,11
20190101,1310.0,[-50],[5],790,[740],55,20,12
20190101,1710.0,[-5],[50],1030,[1025],55,5,17
20190101,1740.0,[-5],[50],1060,[1055],55,35,17
20190101,1745.0,[-5],[50],1065,[1060],55,40,17
20190101,800.0,[-50],[5],480,[430],55,10,7
20190101,1630.0,[-5],[50],990,[985],55,25,16
20190101,1805.0,[-50],[5],1085,[1035],55,15,17
20190102,1450.0,[-50],[5],890,[840],55,0,14
20190102,1630.0,[-5],[40],990,[985],45,25,16
20190102,1350.0,[-5],[40],830,[825],45,45,13
20190102,1515.0,[-5],[40],915,[910],45,10,15
20190102,1615.0,[-50],[5],975,[925],55,25,15
20190102,1730.0,[-50],[5],1050,[1000],55,40,16
20190102,1135.0,[-50],[5],695,[645],55,45,10
20190102,1550.0,[-50],[5],950,[900],55,0,15
20190102,1440.0,[-5],[40],880,[875],45,35,14
20190102,1120.0,[-50],[5],680,[630],55,30,10
20190102,1930.0,[-5],[40],1170,[1165],45,25,19
20190102,1325.0,[-5],[40],805,[800],45,20,13
20190102,705.0,[-5],[40],425,[420],45,0,7
20190102,1055.0,[-5],[40],655,[650],45,50,10
20190102,1435.0,[-50],[5],875,[825],55,45,13
20190102,1020.0,[-5],[40],620,[615],45,15,10
20190102,2040.0,[-50],[5],1240,[1190],55,50,19
20190102,1210.0,[-50],[5],730,[680],55,20,11
20190102,425.0,[-5],[40],265,[260],45,20,4
20190102,615.0,[-50],[5],375,[325],55,25,5
20190102,1625.0,[-5],[40],985,[980],45,20,16
20190102,1755.0,[-50],[5],1075,[1025],55,5,17
20190102,1240.0,[-5],[40],760,[755],45,35,12
20190102,1755.0,[-5],[40],1075,[1070],45,50,17
20190102,1135.0,[-5],[40],695,[690],45,30,11
20190102,1345.0,[-50],[5],825,[775],55,55,12
20190102,1150.0,[-5],[40],710,[705],45,45,11
20190102,725.0,[-5],[40],445,[440],45,20,7
20190102,2035.0,[-5],[40],1235,[1230],45,30,20
20190102,1855.0,[-50],[5],1135,[1085],55,5,18
20190102,2320.0,[-50],[5],1400,[1350],55,30,22
20190102,2205.0,[-50],[5],1325,[1275],55,15,21
20190102,1200.0,[-50],[5],720,[670],55,10,11
20190102,1250.0,[-50],[5],770,[720],55,0,12
20190102,1245.0,[-50],[5],765,[715],55,55,11
20190102,1105.0,[-5],[40],665,[660],45,0,11
20190102,2105.0,[-5],[40],1265,[1260],45,0,21
20190102,1045.0,[-50],[5],645,[595],55,55,9
20190102,1650.0,[-5],[40],1010,[1005],45,45,16
20190102,1810.0,[-50],[5],1090,[1040],55,20,17
20190102,1055.0,[-50],[5],655,[605],55,5,10
20190102,2220.0,[-5],[40],1340,[1335],45,15,22
20190102,1215.0,[-5],[40],735,[730],45,10,12
20190102,1320.0,[-50],[5],800,[750],55,30,12
20190102,1910.0,[-5],[40],1150,[1145],45,5,19
20190102,1510.0,[-50],[5],910,[860],55,20,14
20190102,1410.0,[-5],[40],850,[845],45,5,14
20190102,2010.0,[-50],[5],1210,[1160],55,20,19
20190102,645.0,[-5],[40],405,[400],45,40,6
20190102,855.0,[-40],[5],535,[495],45,15,8
20190102,1740.0,[-5],[40],1060,[1055],45,35,17
20190102,600.0,[-5],[40],360,[355],45,55,5
20190102,1600.0,[-5],[40],960,[955],45,55,15
20190102,740.0,[-5],[40],460,[455],45,35,7
20190102,1220.0,[-5],[40],740,[735],45,15,12
20190102,1815.0,[-40],[5],1095,[1055],45,35,17
20190102,1305.0,[-40],[5],785,[745],45,25,12
20190102,1245.0,[-40],[5],765,[725],45,5,12
20190102,1005.0,[-40],[5],605,[565],45,25,9
20190102,1715.0,[-5],[40],1035,[1030],45,10,17
20190102,1830.0,[-40],[5],1110,[1070],45,50,17
20190102,1845.0,[-40],[5],1125,[1085],45,5,18
20190102,1700.0,[-5],[40],1020,[1015],45,55,16
20190102,910.0,[-5],[40],550,[545],45,5,9
20190102,1025.0,[-5],[40],625,[620],45,20,10
20190102,1355.0,[-40],[5],835,[795],45,15,13
20190102,610.0,[-5],[50],370,[365],55,5,6
20190102,615.0,[-5],[50],375,[370],55,10,6
20190102,535.0,[-5],[50],335,[330],55,30,5
20190102,815.0,[-50],[5],495,[445],55,25,7
20190102,855.0,[-50],[5],535,[485],55,5,8
20190102,535.0,[-5],[50],335,[330],55,30,5
20190102,920.0,[-5],[50],560,[555],55,15,9
20190102,520.0,[-5],[50],320,[315],55,15,5
20190102,805.0,[-50],[5],485,[435],55,15,7
20190102,610.0,[-5],[50],370,[365],55,5,6
20190102,715.0,[-5],[50],435,[430],55,10,7
20190102,835.0,[-50],[5],515,[465],55,45,7
20190102,1950.0,[-5],[50],1190,[1185],55,45,19
20190102,845.0,[-50],[5],525,[475],55,55,7
20190102,2310.0,[-50],[5],1390,[1340],55,20,22
20190102,1625.0,[-50],[5],985,[935],55,35,15
20190102,1905.0,[-50],[5],1145,[1095],55,15,18
20190102,1800.0,[-50],[5],1080,[1030],55,10,17
20190102,2000.0,[-50],[5],1200,[1150],55,10,19
20190102,1305.0,[-50],[5],785,[735],55,15,12
20190102,1735.0,[-5],[50],1055,[1050],55,30,17
20190102,1725.0,[-5],[50],1045,[1040],55,20,17
20190102,1300.0,[-50],[5],780,[730],55,10,12
20190102,2120.0,[-5],[50],1280,[1275],55,15,21
20190102,1250.0,[-50],[5],770,[720],55,0,12
20190102,1655.0,[-5],[50],1015,[1010],55,50,16
